product_rule_id,product_id,product_name,category_id,storage_type_id,storage_condition,temperature_profile,rule_status,min_value,max_value,duration_unit,normalized_min_days,normalized_max_days,recommended_days,evidence_classification,confidence,source_name,source_url,source_locator,source_value_text,handling_notes
62,21,Watermelon,5,1,FRIDGE,0-4 C,AVAILABLE,3,4,DAYS,3.0,4.0,3.5,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Watermelon,3-4 days refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
63,21,Watermelon,5,2,FREEZER,<= -18 C,AVAILABLE,12,12,MONTHS,360.0,360.0,360.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Watermelon,12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
64,22,Abiu,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
65,22,Abiu,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
66,22,Abiu,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
67,23,Grape,5,3,ROOM_TEMP,25-30 C,AVAILABLE,1,1,DAYS,1.0,1.0,1.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Grapes,1 day in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
68,23,Grape,5,1,FRIDGE,0-4 C,AVAILABLE,1,1,WEEKS,7.0,7.0,7.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Grapes,1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
69,23,Grape,5,2,FREEZER,<= -18 C,AVAILABLE,1,1,MONTHS,30.0,30.0,30.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Grapes,1 month frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
70,24,Avocado,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,PRODUCT_SPECIFIC,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Avocados,Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
71,24,Avocado,5,1,FRIDGE,0-4 C,AVAILABLE,3,4,DAYS,3.0,4.0,3.5,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Avocados,3-4 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
72,24,Avocado,5,2,FREEZER,<= -18 C,NOT_RECOMMENDED,,,,,,,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Avocados,Not recommended for freezing in the fresh whole state,Inspect for spoilage and follow package/manufacturer instructions when available.
73,25,Horse Mango (Bacang),5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
74,25,Horse Mango (Bacang),5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
75,25,Horse Mango (Bacang),5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
76,26,Bambangan,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
77,26,Bambangan,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
78,26,Bambangan,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
79,27,Bilimbi,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
80,27,Bilimbi,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
81,27,Bilimbi,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
82,28,Baccaurea Angulata,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
83,28,Baccaurea Angulata,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
84,28,Baccaurea Angulata,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
85,29,Jujube,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
86,29,Jujube,5,1,FRIDGE,0-4 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
87,29,Jujube,5,2,FREEZER,<= -18 C,AVAILABLE,2,2,MONTHS,60.0,60.0,60.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
88,30,Malay Gooseberry (Cermai),5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
89,30,Malay Gooseberry (Cermai),5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
90,30,Malay Gooseberry (Cermai),5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
91,31,Dabai,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
92,31,Dabai,5,1,FRIDGE,0-4 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
93,31,Dabai,5,2,FREEZER,<= -18 C,AVAILABLE,2,2,MONTHS,60.0,60.0,60.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
94,32,Soursop,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
95,32,Soursop,5,1,FRIDGE,0-4 C,AVAILABLE,4,4,DAYS,4.0,4.0,4.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,4 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
96,32,Soursop,5,2,FREEZER,<= -18 C,AVAILABLE,10,12,MONTHS,300.0,360.0,330.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Cherimoya,10-12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
97,33,Cashew Apple,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
98,33,Cashew Apple,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
99,33,Cashew Apple,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
100,34,Water Apple,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
101,34,Water Apple,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
102,34,Water Apple,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
103,35,Wax Apple,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
104,35,Wax Apple,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
105,35,Wax Apple,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
106,36,Malay Apple,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
107,36,Malay Apple,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
108,36,Malay Apple,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
109,37,Ambarella,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
110,37,Ambarella,5,1,FRIDGE,0-4 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
111,37,Ambarella,5,2,FREEZER,<= -18 C,AVAILABLE,2,2,MONTHS,60.0,60.0,60.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
112,38,Kuini,5,3,ROOM_TEMP,25-30 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
113,38,Kuini,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
114,38,Kuini,5,2,FREEZER,<= -18 C,AVAILABLE,6,8,MONTHS,180.0,240.0,210.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
115,39,Kundang,5,3,ROOM_TEMP,25-30 C,QUALITATIVE_ONLY,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",Keep at room temperature until ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
116,39,Kundang,5,1,FRIDGE,0-4 C,AVAILABLE,3,5,DAYS,3.0,5.0,4.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",3-5 days refrigerated once ripe,Inspect for spoilage and follow package/manufacturer instructions when available.
117,39,Kundang,5,2,FREEZER,<= -18 C,AVAILABLE,2,2,MONTHS,60.0,60.0,60.0,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Peaches, nectarines, plums, pears, sapote",2 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
118,40,Lemon,5,3,ROOM_TEMP,25-30 C,AVAILABLE,10,10,DAYS,10.0,10.0,10.0,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Citrus fruit,10 days after purchase in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
119,40,Lemon,5,1,FRIDGE,0-4 C,AVAILABLE,10,21,DAYS,10.0,21.0,15.5,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Citrus fruit,10-21 days refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
120,40,Lemon,5,2,FREEZER,<= -18 C,NOT_RECOMMENDED,,,,,,,PRODUCT_SPECIFIC,HIGH,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,ingredients.csv record: Citrus fruit,Not recommended for freezing in the fresh whole state,Inspect for spoilage and follow package/manufacturer instructions when available.
121,41,Longan,5,3,ROOM_TEMP,25-30 C,NOT_RECOMMENDED,,,,,,,CATEGORY_GENERALIZATION,LOW,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Berries - cherries, goose berries, lychee",No pantry duration supplied; refrigerate promptly for quality,Inspect for spoilage and follow package/manufacturer instructions when available.
122,41,Longan,5,1,FRIDGE,0-4 C,AVAILABLE,7,7,DAYS,7.0,7.0,7.0,CATEGORY_GENERALIZATION,MEDIUM,FoodKeeper ingredients.csv (public mirror of USDA FoodKeeper dataset),https://raw.githubusercontent.com/jelera/food-shelflife-db/master/lib/seeds/ingredients.csv,"ingredients.csv record: Berries - cherries, goose berries, lychee",7 days refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
