rule_id,category_id,product_id,storage_type_id,min_days,max_days,recommended_days,rule_status,confidence,evidence_classification,source_name,source_url,source_locator,source_value_text,handling_notes
155,5,48,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
156,5,48,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
157,5,49,3,3,5,4,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",3-5 days in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
158,5,49,1,7,7,7,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",1 week refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
159,5,49,2,180,240,210,AVAILABLE,LOW,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Papaya, mango, feijoa, passionfruit, casaha melon",6-8 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
160,5,50,3,2,7,4.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Honeydew,2-7 days after purchase in pantry,Inspect for spoilage and follow package/manufacturer instructions when available.
161,5,50,1,3,4,3.5,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Honeydew,3-4 days refrigerated,Inspect for spoilage and follow package/manufacturer instructions when available.
162,5,50,2,360,360,360,AVAILABLE,HIGH,PRODUCT_SPECIFIC,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Honeydew,12 months frozen,Freezer durations are quality guidance; freezing may soften fruit after thawing. Prepare and package fruit appropriately before freezing.
163,3,51,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
164,3,51,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
165,3,51,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
166,3,52,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
167,3,52,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
168,3,52,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
169,3,53,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
170,3,53,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
171,3,53,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
172,3,54,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
173,3,54,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
174,3,54,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
175,3,55,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
176,3,55,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
177,3,55,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
178,3,56,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
179,3,56,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
180,3,56,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
181,3,57,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
182,3,57,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
183,3,57,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
184,3,58,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
185,3,58,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
186,3,58,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
187,3,59,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
188,3,59,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
189,3,59,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
190,3,60,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
191,3,60,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
192,3,60,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
193,3,61,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
194,3,61,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
195,3,61,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
196,3,62,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
197,3,62,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
198,3,62,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
199,3,63,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
200,3,63,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","1-2 days refrigerated; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
201,3,63,2,60,90,75,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.","2-3 months frozen; FoodKeeper category: Fatty fish; catfish, mackerel, mullet, salmon, tuna, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
202,3,64,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
203,3,64,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
204,3,64,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
205,3,65,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
206,3,65,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
207,3,65,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
208,3,66,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
209,3,66,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
210,3,66,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
211,3,67,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
212,3,67,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
213,3,67,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
214,3,68,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
215,3,68,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
216,3,68,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
217,3,69,3,0,0,,NOT_RECOMMENDED,HIGH,CATEGORY_GENERALIZATION,Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,Serving: two-hour rule,Never leave seafood out more than 2 hours; 1 hour only above 32 C,Discard after the safety maximum; this is not an endorsed room-temperature storage method.
218,3,69,1,1,2,1.5,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","1-2 days refrigerated; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
219,3,69,2,180,240,210,AVAILABLE,MEDIUM,CATEGORY_GENERALIZATION,USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,"FoodKeeper Data English distribution; prior public-mirror locator: ingredients.csv record: Lean fish; cod, flounder, haddock, halibut, sole, etc.","6-8 months frozen; FoodKeeper category: Lean fish; cod, flounder, haddock, halibut, sole, etc.",Keep continuously chilled/frozen; use package instructions when more restrictive.
